NormProtAreaAgg.Protein.Name	bareCaseInlet	bareFidalgoBay	barePortGamble	bareSkokomishRiver	bareWillapaBay	eelgrassCaseInlet	eelgrassFidalgoBay	eelgrassPortGamble	eelgrassSkokomishRiver	Evalue	SPID	ProteinName	Organism	GO	PFAM
comp106658_c1_seq1	0.015656854	0.011350584	0.010070994	0.012932696	0.01113603	0.001646264	0.011408171	0.00533517	0.013278049	3e-48	P58195	Phospholipid scramblase 1 (PL scramblase 1) (Ca(2+)-dependent phospholipid scramblase 1)	Rattus norvegicus (Rat)	apoptotic process [GO:0006915]; defense response to virus [GO:0051607]; immune response [GO:0006955]; negative regulation of viral genome replication [GO:0045071]; phosphatidylserine exposure on apoptotic cell surface [GO:0070782]; phospholipid scrambling [GO:0017121]; phospholipid transport [GO:0015914]; positive regulation of DNA topoisomerase (ATP-hydrolyzing) activity [GO:2000373]; positive regulation of innate immune response [GO:0045089]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; regulation of Fc receptor mediated stimulatory signaling pathway [GO:0060368]; regulation of mast cell activation [GO:0033003]	PF03803;
comp106737_c0_seq2	0.057693677	0.01246519	0.089922479	0.069319903	0.108020898	0.044743442	0.055539151	0.094119619	0.067285993	1e-18	Q39575	Dynein gamma chain, flagellar outer arm	Chlamydomonas reinhardtii (Chlamydomonas smithii)	cilium movement involved in cell motility [GO:0060294]; outer dynein arm assembly [GO:0036158]	PF07728;PF12780;PF08385;PF08393;PF03028;PF12777;
comp106737_c1_seq1	0.133358126	0.091794353	0.185931903	0.149778422	0.208643193	0.126916148	0.175413815	0.167321316	0.170148887	4e-150	P39057	Dynein beta chain, ciliary	Heliocidaris crassispina (Sea urchin) (Anthocidaris crassispina)	cell projection organization [GO:0030030]; microtubule-based movement [GO:0007018]	PF07728;PF12780;PF08385;PF08393;PF03028;PF12777;
comp106991_c0_seq1	0.004053228	0.003333206	0.0109314	0.000883528	0.012060643	0.004126469	0.009995849	0.009765272	0.004518425	9e-08	Q8TDW7	Protocadherin Fat 3 (hFat3) (Cadherin family member 15) (FAT tumor suppressor homolog 3)	Homo sapiens (Human)	homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; multicellular organism development [GO:0007275]	PF00028;PF02210;
comp107001_c0_seq1	0.002136034	0.003754382	0.002785415	0.001936536	0.000491053	0.002091361	0.003352233	0.002287644	0.000270114	4e-09	Q00WL5	Lon protease homolog, mitochondrial (EC 3.4.21.53)	Ostreococcus tauri	cellular response to oxidative stress [GO:0034599]; chaperone-mediated protein complex assembly [GO:0051131]; misfolded or incompletely synthesized protein catabolic process [GO:0006515]; oxidation-dependent protein catabolic process [GO:0070407]; regulation of mitochondrial DNA replication [GO:0090296]	PF00004;PF05362;PF02190;
comp107063_c0_seq1	0.018113001	0.0084942	0.003833336	0.009607317	0.017173418	0.000445085	0.004940208	0.010582688	0.03187275	1e-28	Q5RHP9	Glutamate-rich protein 3	Homo sapiens (Human)		PF15257;
comp107097_c0_seq2	0.021786502	0.009797591	0.006341082	0.017881279	0.013081566	0.009675012	0.008472619	0.007752105	0.011492352	5e-06	Q32L50	Somatomedin-B and thrombospondin type-1 domain-containing protein (RPE-spondin)	Bos taurus (Bovine)	immune response [GO:0006955]	PF00090;
comp107306_c0_seq1	0.00692458	0.00053787	0.004461592	0.006630245	0.006132472	0.008456595	0.003978206	0.005143383	0.006293958	2e-59	Q32KJ6	N-acetylgalactosamine-6-sulfatase (EC 3.1.6.4) (Chondroitinsulfatase) (Chondroitinase) (Galactose-6-sulfate sulfatase) (N-acetylgalactosamine-6-sulfate sulfatase) (GalNAc6S sulfatase)	Rattus norvegicus (Rat)	metabolic process [GO:0008152]	PF00884;
comp107491_c0_seq1	0.000289151	0.002593298	0.002533039	0.003000684	0.001920131	0.000243039	0.003082438	0.002129832	0.001893755	1e-09	Q98943	Caspase-2 (CASP-2) (EC 3.4.22.55) (ICH-1L/1S) (Protease ICH-1) [Cleaved into: Caspase-2 subunit p18; Caspase-2 subunit p13; Caspase-2 subunit p12]	Gallus gallus (Chicken)	regulation of apoptotic process [GO:0042981]	PF00619;
comp107521_c1_seq1	0.009397893	0.006292031	0.007928109	0.011534413	0.00819313	0.006641433	0.007656427	0.00863312	0.011289156	3e-37	Q03567	Uncharacterized transporter slc-17.2	Caenorhabditis elegans	anion transport [GO:0006820]; sodium ion transport [GO:0006814]; transmembrane transport [GO:0055085]	PF07690;
comp107667_c1_seq1	0.010359943	0.003612442	0.009015345	0.00528199	0.006564705	0.003023337	0.007348482	0.007622071	0.000493871	3e-96	Q4V8U5	Anoctamin-10 (Transmembrane protein 16K)	Danio rerio (Zebrafish) (Brachydanio rerio)		PF04547;
comp107667_c1_seq2	0.010359943	0.003612442	0.009015345	0.00528199	0.006564705	0.003023337	0.007348482	0.007622071	0.000493871	2e-34	Q6PB70	Anoctamin-8 (Transmembrane protein 16H)	Mus musculus (Mouse)	chloride transport [GO:0006821]	PF04547;
comp107782_c0_seq1	0.028380898	0.035291912	0.032900972	0.025113714	0.020580255	0.030758352	0.030609209	0.02966866	0.018322231	6e-102	Q19905	UDP-glucose 6-dehydrogenase (UDP-Glc dehydrogenase) (UDP-GlcDH) (UDPGDH) (EC 1.1.1.22) (Squashed vulva protein 4)	Caenorhabditis elegans	carbohydrate metabolic process [GO:0005975]; embryo development ending in birth or egg hatching [GO:0009792]; glycosaminoglycan biosynthetic process [GO:0006024]; morphogenesis of an epithelium [GO:0002009]; oviposition [GO:0018991]; reproduction [GO:0000003]; UDP-glucuronate biosynthetic process [GO:0006065]; vulval development [GO:0040025]	PF00984;PF03720;PF03721;
comp107782_c0_seq3	0.028380898	0.035291912	0.032900972	0.025113714	0.020580255	0.030758352	0.030609209	0.02966866	0.018322231	2e-113	O02373	UDP-glucose 6-dehydrogenase (UDP-Glc dehydrogenase) (UDP-GlcDH) (UDPGDH) (EC 1.1.1.22) (Protein sugarless) (Protein suppenkasper)	Drosophila melanogaster (Fruit fly)	carbohydrate metabolic process [GO:0005975]; cell surface receptor signaling pathway [GO:0007166]; chondroitin sulfate biosynthetic process [GO:0030206]; epithelial cell migration, open tracheal system [GO:0007427]; fibroblast growth factor receptor signaling pathway [GO:0008543]; glycosaminoglycan biosynthetic process [GO:0006024]; heart development [GO:0007507]; heparan sulfate proteoglycan biosynthetic process [GO:0015012]; heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process [GO:0015014]; imaginal disc-derived wing morphogenesis [GO:0007476]; inter-male aggressive behavior [GO:0002121]; mesoderm migration involved in gastrulation [GO:0007509]; mushroom body development [GO:0016319]; olfactory behavior [GO:0042048]; primary branching, open tracheal system [GO:0007428]; segment polarity determination [GO:0007367]; smoothened signaling pathway [GO:0007224]; UDP-glucuronate biosynthetic process [GO:0006065]; Wnt signaling pathway [GO:0016055]	PF00984;PF03720;PF03721;
comp107831_c1_seq1	0.012302387	0.003519397	0.02115402	0.014274425	0.009015341	0.011529597	0.028523806	0.010199672	0.009605793	3e-53	Q3T000	Synaptobrevin homolog YKT6 (EC 2.3.1.-)	Bos taurus (Bovine)	ER to Golgi vesicle-mediated transport [GO:0006888]; exocytosis [GO:0006887]; protein transport [GO:0015031]; retrograde transport, endosome to Golgi [GO:0042147]; vesicle docking involved in exocytosis [GO:0006904]; vesicle fusion [GO:0006906]; vesicle targeting [GO:0006903]	PF13774;PF00957;
comp107894_c0_seq1	0.021906144	0.000739552	0.032623335	0.028888779	0.011176124	0.008474949	0.01638077	0.022371823	0.00385417	1e-30	Q4V8D1	Cytochrome P450 2U1 (EC 1.14.14.1)	Rattus norvegicus (Rat)		PF00067;
comp107905_c0_seq2	0.040776443	0.025487654	0.032217457	0.030817125	0.027713173	0.021567807	0.025762578	0.026278852	0.023149064	2e-58	Q5U316	Ras-related protein Rab-35	Rattus norvegicus (Rat)	antigen processing and presentation [GO:0019882]; cellular response to nerve growth factor stimulus [GO:1990090]; cytokinesis [GO:0000910]; endocytic recycling [GO:0032456]; endosomal transport [GO:0016197]; ER to Golgi vesicle-mediated transport [GO:0006888]; neuron projection development [GO:0031175]; plasma membrane to endosome transport [GO:0048227]; protein localization to endosome [GO:0036010]; protein transport [GO:0015031]; small GTPase mediated signal transduction [GO:0007264]	PF00071;
comp108002_c0_seq2	0.003522598	0.003249162	0.005837221	0.00262796	0.001133617	0.003462226	0.003127132	0.003043185	0.003364339	4e-97	Q6NYU7	Uracil phosphoribosyltransferase homolog	Danio rerio (Zebrafish) (Brachydanio rerio)		PF14681;
comp108091_c0_seq1	0.008597093	0.000161013	0.004169085	0.002182585	0.01612847	0.002768115	0.008165846	0.004241195	0.003868732	1e-10	B0UZC8	von Willebrand factor C domain-containing protein 2-like	Danio rerio (Zebrafish) (Brachydanio rerio)	nervous system development [GO:0007399]	PF00093;
comp108133_c1_seq1	0.001564274	6.2514e-05	0.004102085	0.00045099	0.000992481	0.001736098	0.002059721	0.003962747	0.003556248	8e-33	Q6GQN7	Rab9 effector protein with kelch motifs	Danio rerio (Zebrafish) (Brachydanio rerio)		PF07646;
comp108228_c0_seq1	0.006569841	0.00349059	0.017253508	0.020458311	0.01412241	0.014198471	0.007540933	0.008068624	0.010447648	2e-40	P0C6F1	Dynein heavy chain 2, axonemal (Axonemal beta dynein heavy chain 2) (Ciliary dynein heavy chain 2)	Mus musculus (Mouse)	microtubule-based movement [GO:0007018]	PF07728;PF12780;PF08385;PF08393;PF03028;PF12777;
comp108291_c0_seq1	0.002842036	0.001276907	0.002576861	0.009544078	0.008714482	0.005268366	0.002921189	0.00980961	0.007795144	2e-79	O14936	Peripheral plasma membrane protein CASK (hCASK) (EC 2.7.11.1) (Calcium/calmodulin-dependent serine protein kinase) (Protein lin-2 homolog)	Homo sapiens (Human)	calcium ion import [GO:0070509]; cell adhesion [GO:0007155]; negative regulation of cell-matrix adhesion [GO:0001953]; negative regulation of cellular response to growth factor stimulus [GO:0090288]; negative regulation of keratinocyte proliferation [GO:0010839]; negative regulation of wound healing [GO:0061045]; neurotransmitter secretion [GO:0007269]; positive regulation of calcium ion import [GO:0090280]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]	PF00625;PF02828;PF00595;PF00069;PF07653;
comp108449_c0_seq1	0.008604608	0.000503164	0.01393447	0.010022156	0.002588879	0.006368572	0.010582216	0.009527115	0.003693181	2e-17	Q2YDR3	Inositol monophosphatase 3 (IMP 3) (IMPase 3) (EC 3.1.3.25) (Inositol monophosphatase domain-containing protein 1) (Inositol-1(or 4)-monophosphatase 3) (Myo-inositol monophosphatase A3)	Danio rerio (Zebrafish) (Brachydanio rerio)	inositol biosynthetic process [GO:0006021]; phosphatidylinositol phosphorylation [GO:0046854]	PF00459;
comp108487_c0_seq1	0.162519192	0.225546907	0.266555097	0.178186629	0.30310009	0.087005072	0.260203384	0.235567072	0.255271646	1e-80	Q8TC29	Enkurin	Homo sapiens (Human)		PF13864;
comp108641_c0_seq1	0.013145876	9.3913e-05	0.00498115	0.008287755	0.005763655	5.8881e-05	0.000635075	0.002597345	0.006456986	4e-53	Q7Z3G6	Prickle-like protein 2	Homo sapiens (Human)	Wnt signaling pathway, planar cell polarity pathway [GO:0060071]	PF00412;PF06297;
comp108641_c1_seq1	0.009791611	0.017966986	8.113e-06	0.009610001	0.000118789	0.007338436	1.1774e-05	0.001707393	0.000217678	2e-72	O35115	Four and a half LIM domains protein 2 (FHL-2) (LIM domain protein DRAL) (Skeletal muscle LIM-protein 3) (SLIM-3)	Rattus norvegicus (Rat)	atrial cardiac muscle cell development [GO:0055014]; heart trabecula formation [GO:0060347]; negative regulation of apoptotic process [GO:0043066]; negative regulation of transcription from RNA polymerase II promoter [GO:0000122]; osteoblast differentiation [GO:0001649]; response to hormone [GO:0009725]; transcription, DNA-templated [GO:0006351]; ventricular cardiac muscle cell development [GO:0055015]	PF00412;
comp108798_c1_seq1	0.000491446	3.7503e-05	0.00159697365625	0.00105646421212121	3.658e-06	8.687e-06	0.00465853476190476	0.009176146	0.00127598061538462	2e-20	O88947	Coagulation factor X (EC 3.4.21.6) (Stuart factor) [Cleaved into: Factor X light chain; Factor X heavy chain; Activated factor Xa heavy chain]	Mus musculus (Mouse)	blood coagulation [GO:0007596]; positive regulation of protein kinase B signaling [GO:0051897]	PF00008;PF00594;PF00089;
comp108850_c0_seq1	0.003358889	0.010514924	0.012542649	0.005269998	0.005634596	0.007317759	0.008824466	0.002576696	0.006314092	1e-78	Q5U3U3	Carnitine O-palmitoyltransferase 2, mitochondrial (EC 2.3.1.21) (Carnitine palmitoyltransferase II) (CPT II)	Danio rerio (Zebrafish) (Brachydanio rerio)	fatty acid beta-oxidation [GO:0006635]; transport [GO:0006810]	PF00755;
comp109157_c0_seq1	0.017488904	0.003874819	0.010319833	0.008947296	0.006784861	0.016740039	0.003592827	0.014682197	0.006186602	1e-63	Q8BGG7	Ubiquitin-associated and SH3 domain-containing protein B (EC 3.1.3.48) (Cbl-interacting protein p70) (Suppressor of T-cell receptor signaling 1) (STS-1) (T-cell ubiquitin ligand 2) (TULA-2) (Tyrosine-protein phosphatase STS1/TULA2)	Mus musculus (Mouse)	negative regulation of bone resorption [GO:0045779]; negative regulation of osteoclast differentiation [GO:0045671]; negative regulation of platelet aggregation [GO:0090331]; negative regulation of protein kinase activity [GO:0006469]; negative regulation of signal transduction [GO:0009968]; peptidyl-tyrosine dephosphorylation [GO:0035335]; regulation of osteoclast differentiation [GO:0045670]; regulation of release of sequestered calcium ion into cytosol [GO:0051279]	PF00300;PF14604;PF00627;
comp109225_c0_seq1	0.042315269	0.035615378	0.056040312	0.045016031	0.097347229	0.019184791	0.096854142	0.057665413	0.062769822	7e-119	P23098	Dynein beta chain, ciliary	Tripneustes gratilla (Hawaian sea urchin) (Echinus gratilla)	cell projection organization [GO:0030030]; microtubule-based movement [GO:0007018]	PF07728;PF12780;PF08385;PF08393;PF03028;PF12777;
comp109238_c0_seq1	0.026551741	0.022254657	0.020294322	0.023399398	0.021523933	0.019228162	0.020113403	0.024588901	0.01852014	7e-33	Q0IIE2	SHC-transforming protein 1 (Src homology 2 domain-containing-transforming protein C1) (SH2 domain protein C1)	Bos taurus (Bovine)	activation of MAPK activity [GO:0000187]; angiogenesis [GO:0001525]; cellular response to growth factor stimulus [GO:0071363]; epidermal growth factor receptor signaling pathway [GO:0007173]; insulin receptor signaling pathway [GO:0008286]; intracellular signal transduction [GO:0035556]; regulation of growth [GO:0040008]	PF00640;PF00017;
comp109259_c0_seq1	2.973003479	0.951079106	1.858514137	2.346070892	2.272477049	2.49127276	1.394499304	1.849642778	3.479663326	7e-21	P15870	Histone H1-delta	Strongylocentrotus purpuratus (Purple sea urchin)	nucleosome assembly [GO:0006334]	PF00538;
comp109267_c0_seq1	0.001816765	0.006443047	0.001044879	0.006434364	0.004167378	0.002467215	0.003175679	0.005112953	0.004450989	2e-83	P62255	Ubiquitin-conjugating enzyme E2 G1 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme G1) (E217K) (UBC7) (Ubiquitin carrier protein G1) (Ubiquitin-protein ligase G1) [Cleaved into: Ubiquitin-conjugating enzyme E2 G1, N-terminally processed]	Rattus norvegicus (Rat)	protein K48-linked ubiquitination [GO:0070936]; protein K63-linked ubiquitination [GO:0070534]; protein polyubiquitination [GO:0000209]; protein ubiquitination [GO:0016567]; ubiquitin-dependent protein catabolic process [GO:0006511]	PF00179;
comp109481_c1_seq1	0.065911085	0.044439964	0.05426901	0.043620329	0.051115602	0.049664365	0.061760051	0.02654645	0.099153869	5e-133	A4FV08	Glucosamine-6-phosphate isomerase 1 (EC 3.5.99.6) (Glucosamine-6-phosphate deaminase 1) (GNPDA 1) (GlcN6P deaminase 1) (Oscillin)	Bos taurus (Bovine)	carbohydrate metabolic process [GO:0005975]; generation of precursor metabolites and energy [GO:0006091]; glucosamine catabolic process [GO:0006043]; N-acetylglucosamine catabolic process [GO:0006046]; N-acetylneuraminate catabolic process [GO:0019262]; UDP-N-acetylglucosamine biosynthetic process [GO:0006048]	PF01182;
comp109532_c0_seq1	0.372367981	0.669772594	0.667950445	0.435675195	0.370883591	0.481443514	0.540428759	0.538064655	0.416569571	4e-161	P12261	Elongation factor 1-gamma (EF-1-gamma) (eEF-1B gamma)	Artemia salina (Brine shrimp)		PF00647;PF00043;PF02798;
comp109543_c0_seq1	0.330664613	0.181092124	0.536471413	0.365954549	0.2580495	0.445916935	0.397490657	0.389699006	0.266746319	6e-81	Q6XIM8	40S ribosomal protein S15a	Drosophila yakuba (Fruit fly)	translation [GO:0006412]	PF00410;
comp109547_c0_seq1	1.29835077	1.226055962	1.70169742	1.369150936	1.181938263	1.287930278	1.230495405	1.540862655	1.118711948	3e-41	P07909	Heterogeneous nuclear ribonucleoprotein A1 (hnRNP A1) (PEN repeat clone P9) (hnRNP core protein A1-A)	Drosophila melanogaster (Fruit fly)	compound eye morphogenesis [GO:0001745]; female germ-line stem cell population maintenance [GO:0036099]; negative regulation of RNA splicing [GO:0033119]; oogenesis [GO:0048477]; positive regulation of translation [GO:0045727]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of glucose metabolic process [GO:0010906]; sensory perception of pain [GO:0019233]	PF00076;
comp109547_c0_seq2	1.29835077	1.226055962	1.70169742	1.369150936	1.181938263	1.287930278	1.230495405	1.540862655	1.118711948	9e-41	P48810	Heterogeneous nuclear ribonucleoprotein 87F (HRP36.1 protein) (Protein P11)	Drosophila melanogaster (Fruit fly)	compound eye morphogenesis [GO:0001745]; female gonad development [GO:0008585]; mitotic nuclear division [GO:0007067]; neurogenesis [GO:0022008]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; response to heat [GO:0009408]; response to starvation [GO:0042594]	PF00076;
comp109549_c0_seq1	0.130145173	0.155119828	0.262630264	0.171474199	0.099596398	0.185544753	0.202413269	0.222956671	0.163527685	3e-86	Q86FP7	40S ribosomal protein S23	Dermacentor variabilis (American dog tick)	translation [GO:0006412]	PF00164;
comp109550_c0_seq1	0.522873708	0.585608727	0.894420959	0.610738401	0.404200912	0.660699893	0.584408687	0.752451409	0.53360852	2e-90	Q8ISP0	40S ribosomal protein S18	Branchiostoma belcheri (Amphioxus)	translation [GO:0006412]	PF00416;
comp109558_c0_seq1	3.802980945	7.428058504	7.791988439	4.430619861	3.347263136	5.730803594	5.019790611	4.612438138	3.602052335	0	Q9YIC0	Elongation factor 1-alpha (EF-1-alpha)	Oryzias latipes (Japanese rice fish) (Japanese killifish)		PF03144;PF03143;
