NormProtAreaAgg.Protein.Name	bareCaseInlet	bareFidalgoBay	barePortGamble	bareSkokomishRiver	bareWillapaBay	eelgrassCaseInlet	eelgrassFidalgoBay	eelgrassPortGamble	eelgrassSkokomishRiver
comp112088_c1_seq1	0.008515497	0.011909227	0.015342666	0.021447143	0.011243083	0.011113116	0.00528137	0.013819094	0.017319968
comp112104_c0_seq2	0.179171353	0.099482592	0.2726318	0.123435647	0.171151237	0.091150745	0.228468671	0.212248528	0.128066596
comp112119_c0_seq1	0.001924913	0.000734329	0.001874748	0.000781382	0.002075297	0.00020884	8.603e-06	0.00426841696296296	0.288031749
comp112227_c0_seq1	0.002293514	0.000333747	0.003091988	0.003711496	0.001765066	0.001629834	0.001654299	0.001476211	0.000976581
comp112227_c0_seq3	0.002293514	0.000333747	0.003091988	0.003711496	0.001765066	0.001629834	0.001654299	0.001476211	0.000976581
comp112295_c0_seq1	0.015537608	0.027760844	0.010281871	0.008679936	0.001786219	0.024882049	0.020271678	0.032505705	0.016581954
comp112295_c0_seq2	0.015537608	0.027760844	0.010281871	0.008679936	0.001786219	0.024882049	0.020271678	0.032505705	0.016581954
comp112328_c0_seq1	0.003813609	0.002238161	0.002876423	0.012732793	0.003444706	0.015572273	0.014794303	0.018195301	0.010185435
comp112334_c0_seq1	0.006712075	0.003621125	0.003685337	0.005928933	0.001222415	0.004405039	0.001914046	0.003852305	0.007136954
comp112334_c0_seq2	0.009794561	0.003676875	0.005166304	0.009520289	0.003332286	0.005559036	0.004217717	0.004868482	0.009823242
comp112472_c1_seq1	0.018512962	0.005503964	0.011841645	0.014025386	0.014216732	0.016348748	0.013408603	0.01692878	0.010733833
comp112515_c0_seq1	0.017234898	0.001719299	0.003132287	0.022497827	0.0131581	0.022958819	0.001532084	0.009965905	0.007832643
comp112532_c0_seq1	0.011492783	0.014835819	0.001224674	0.031088009	0.001190147	0.002545984	0.01093488	0.033525054	0.002924484
comp112532_c0_seq2	0.011492783	0.014835819	0.001224674	0.031088009	0.001190147	0.002545984	0.01093488	0.033525054	0.002924484
comp112669_c1_seq1	0.0035942	3.1107e-05	0.00245023	0.001637934	0.00156053	3.6909e-05	0.002950331	0.001890076	0.002309281
comp112755_c0_seq1	0.001534729	0.005253016	0.009257142	0.002454674	0.00372064	0.00291609	0.007216595	0.003202031	0.002073443
comp112891_c2_seq1	0.031235703	0.020402847	0.04337935	0.024061438	0.040591679	0.028774158	0.045352569	0.036554517	0.053847129
comp112914_c0_seq1	0.024869924	0.014069479	0.036389476	0.026932479	0.023397009	0.020729263	0.029034553	0.025427747	0.034576783
comp112914_c0_seq2	0.089862496	0.037859099	0.100479595	0.086156018	0.084527085	0.080642036	0.083636667	0.089000573	0.092037264
comp112916_c0_seq1	0.008288034	0.010561832	0.006997672	0.005763207	0.007227205	0.006666829	0.00376455	0.00893085	0.010393562
comp112918_c0_seq1	0.014390112	0.008354688	0.013279871	0.014732982	0.007022427	0.014532013	0.000552155	0.014676826	0.001728063
comp112918_c1_seq1	0.079852375	0.027793762	0.064871067	0.079289224	0.046978929	0.041809388	0.02812445	0.051327152	0.061446848
comp112966_c2_seq1	0.911033411	1.012482711	0.796769269	0.553610953	0.882622765	0.570659858	0.692922534	0.380338346	1.755706292
comp112972_c0_seq1	0.005309201	0.006281004	0.006552415	0.005617533	5.1839e-05	0.002856989	0.001531364	5.8699e-05	0.000332423
comp112972_c0_seq2	0.002552619	9.4929e-05	0.000822302	0.00168941	0.001592561	0.002139901	0.000664458	0.000411659	0.001366746
comp112972_c0_seq2	0.005309201	0.006281004	0.006552415	0.005617533	5.1839e-05	0.002856989	0.001531364	5.8699e-05	0.000332423
comp113055_c0_seq1	0.035348054	0.016866872	0.038510772	0.042275869	0.028762995	0.051391621	0.070563521	0.042615554	0.051411761
comp113055_c0_seq1	0.015691537	3.2006e-05	0.026681696	0.023680608	0.011694454	0.030674688	0.02927605	0.029425927	0.039093399
comp113055_c0_seq2	0.021530833	0.004256318	0.030262671	0.027875133	0.016940529	0.038171818	0.041582302	0.033708536	0.039975159
comp113055_c0_seq2	0.015691537	3.2006e-05	0.026681696	0.023680608	0.011694454	0.030674688	0.02927605	0.029425927	0.039093399
comp113070_c1_seq1	0.003045916	0.004756731	0.00267068	0.002539424	0.002503763	0.002026099	0.003706673	0.004052523	0.003719928
comp113099_c1_seq1	0.026188829	0.010712118	0.008561929	0.016688973	0.01599777	0.017758153	0.008542866	0.009891493	0.017845837
comp113126_c0_seq1	0.078404438	0.093509444	0.066812539	0.050629614	0.062934013	0.028632088	0.022752623	0.027793724	0.032759534
comp113158_c0_seq1	0.021827246	0.016762362	0.009061272	0.020601228	0.013722634	0.017904326	0.018399928	0.02332393	0.021148888
comp113158_c0_seq2	0.051740088	0.031635102	0.032721332	0.04027025	0.032232991	0.043754957	0.033329972	0.040938	0.039477495
comp113199_c0_seq1	0.01101731	0.040038594	0.067511379	0.014480295	0.058077636	0.032279806	0.018747471	0.049383306	0.029706489
comp113252_c1_seq1	0.000526224	5.5469e-05	0.000284872	0.000350764	0.001062214	5.3781e-05	5.645e-06	0.000906526	3.984e-06
comp113349_c0_seq1	0.013009376	0.029566999	0.034248877	0.015452183	0.0108663	0.02338458	0.034727838	0.017898405	0.019194938
comp113349_c0_seq2	0.00362055	0.01252105	0.014350969	0.002092558	0.003949195	0.007211055	0.019819928	0.003857076	0.006604977
comp113354_c0_seq1	0.000190718	0.000105641	0.012343742	0.015014123	0.004263016	0.011633045	0.001892623	0.015851897	0.006085135
comp113631_c1_seq1	0.000980427	0.000271989	0.003269323	0.001993046	0.002961475	0.000472042	0.00153761	0.001178756	0.00187921
comp113653_c0_seq1	0.143788876	0.085098903	0.093473618	0.124741333	0.124767436	0.108357189	0.130378242	0.134012279	0.125801149
comp113815_c0_seq1	0.002862004	0.018491938	0.012097333	0.009924064	0.00103578	0.011190878	0.009279638	0.009667201	0.01456909
comp113927_c1_seq1	7.313e-06	0.002236737	4.5905e-05	2.215e-05	0.000101356	5.712e-06	0.000165432	3.3558e-05	0.002919554
comp113931_c0_seq1	0.133431866	0.195223126	0.279043154	0.127565353	0.281609324	0.078456736	0.309611426	0.272696127	0.195150784
comp113931_c0_seq3	0.125115229	0.193875796	0.268595901	0.124434126	0.266836546	0.070080354	0.284480107	0.263224004	0.176501754
comp113931_c0_seq4	0.191899428	0.264737494	0.382399379	0.190196506	0.39866448	0.101522634	0.394269104	0.390662274	0.268899979
comp113931_c0_seq5	0.200216065	0.266084824	0.392846632	0.193327733	0.413437258	0.109899016	0.419400423	0.400134397	0.287549009
comp113931_c1_seq1	0.060628581	0.039469848	0.099197022	0.087915746	0.106802867	0.047548286	0.11220839	0.112291283	0.057265286
comp113970_c2_seq1	0.006726193	0.015206526	0.007224226	0.005839713	0.004319158	0.006415978	0.006140158	0.006077966	0.0064101
comp113971_c1_seq1	0.014813434	0.020395226	0.019900583	0.011824453	0.020405388	0.010449586	0.0144136	0.015553275	0.0214264
comp114001_c0_seq2	0.016321792	5.4394e-05	0.000950444	0.003220697	0.003952592	0.005185023	0.000507219	0.00358168	1.2881e-05
comp114001_c0_seq3	0.016321792	5.4394e-05	0.000950444	0.003220697	0.003952592	0.005185023	0.000507219	0.00358168	1.2881e-05
comp114039_c1_seq2	0.004846774	0.002074267	0.000301702	0.002832985	0.002198853	0.005909309	0.003683402	0.005470524	0.001444357
comp114110_c1_seq1	0.000398284	7.4775e-05	6.5016e-05	0.000623633	0.001371852	8.782e-06	0.00140282	0.001299726	0.001529973
comp114240_c0_seq1	0.061664512	0.008819068	0.039996601	0.054471009	0.050589739	0.059312886	0.024513847	0.057564087	0.06255511
comp114352_c1_seq1	0.003204765	0.006647934	0.005221249	0.003202326	0.003135775	0.001876757	0.004078378	0.007477209	0.004211467
comp114364_c0_seq1	0.002000645	0.003758312	0.012880072	0.002993767	0.005594133	0.003461652	0.011671743	0.002524294	0.00090447
comp114412_c0_seq1	7.4484e-05	0.013165387	0.001003466	1.0022e-05	0.001019139	0.00019238	0.000502876	0.000117884	0.001542449
comp114412_c0_seq2	0.002618727	0.020706613	0.002058251	0.009668747	0.00253829	0.000662948	0.001372077	0.022608518	0.001774646
comp114414_c0_seq1	0.000401275	0.0006389	0.002650761	0.001260694	0.000739125	0.000586791	0.000385137	0.003397618	0.00142495
comp114414_c1_seq1	0.001241834	0.000644419	4.6115e-05	0.002116169	0.003372643	0.001165356	0.002433725	0.00288499	0.00114972
comp114414_c2_seq1	0.001900272	0.001999498	0.002072451	0.003332335	0.000419841	0.002498121	0.000533367	0.003310431	0.000377845
comp114565_c0_seq1	0.058254448	0.045526976	0.100512677	0.12718808	0.119520118	0.087946441	0.080536768	0.109759571	0.205799923
comp114617_c0_seq2	0.005021674	0.005518824	0.000904152	0.004103245	0.002707199	0.004554298	0.003324842	0.002780622	0.002248989
comp114617_c0_seq3	0.005021674	0.005518824	0.000904152	0.004103245	0.002707199	0.004554298	0.003324842	0.002780622	0.002248989
comp114617_c1_seq1	0.002449031	0.000869435	0.001483763	0.003906482	0.001019024	0.000925806	0.000384362	0.002040611	0.000376074
comp114617_c2_seq1	0.004490576	0.009200585	0.007221967	0.006309511	0.003793203	0.008519886	0.005580497	0.006606921	0.00507622
comp114628_c0_seq1	0.004013664	0.001203976	0.001151304	0.001181371	0.004299579	0.000264362	0.004760908	0.001121317	0.005549762
comp114635_c0_seq1	0.191861049	0.193273449	0.224939006	0.164514926	0.155573863	0.163633173	0.220786089	0.188006641	0.181700715
comp114635_c0_seq2	0.191861049	0.193273449	0.224939006	0.164514926	0.155573863	0.163633173	0.220786089	0.188006641	0.181700715
comp114713_c0_seq1	0.176540058	0.158972137	0.113265184	0.091446743	0.171688372	0.184103947	0.23417007	0.106398344	0.145427475
comp114823_c0_seq1	0.017081382	0.01265807	0.037391539	0.023401297	0.018295068	0.009557449	0.026632438	0.025528598	0.009457152
comp114823_c0_seq2	0.011754149	0.011045979	0.030526544	0.018506728	0.01201472	0.00645132	0.018583626	0.020881054	0.004421465
comp114846_c0_seq1	0.020167508	0.000624416	0.017848629	0.006294862	0.018955549	6.8141e-05	0.016783421	0.013306523	0.012137395
comp114846_c0_seq2	0.020167508	0.000624416	0.017848629	0.006294862	0.018955549	6.8141e-05	0.016783421	0.013306523	0.012137395
comp114890_c0_seq1	0.019864005	0.002259393	0.001694732	0.000161503	5.9404e-05	9.7597e-05	0.001272473	0.015682896	3.7372e-05
comp114936_c0_seq1	0.055449823	0.007800839	0.012701315	0.01869599	0.009845004	0.011112338	0.003152365	0.018389593	0.012302609
comp114936_c1_seq1	0.008531525	8.7927e-05	0.006001537	0.003341848	0.00241343	0.006768795	0.003257443	0.0060039	0.006050707
comp114969_c1_seq1	0.00922341	0.006673994	0.015928732	0.019131017	0.005364957	0.01198217	0.016864114	0.011786811	0.030094579
comp114969_c2_seq1	0.010918571	0.000419087	0.019274868	0.023380124	0.004965007	0.019188266	0.039736999	0.000106774	0.037318862
comp114977_c0_seq1	0.002612203	0.095617215	0.00902559	0.01218886	9.9511e-05	0.000672301	0.000430302	0.021590665	0.02850095
comp115012_c0_seq1	0.000844531	0.005305439	0.008015489	0.001554044	0.008525072	5.5244e-05	0.000239228	0.00890037	0.000600111
comp115053_c0_seq1	0.01886904	0.016501616	0.020453924	0.025421974	0.01960402	0.012008098	0.014560854	0.023542853	0.021846471
comp115080_c0_seq1	0.006083341	5.968e-06	0.006125375	0.004375567	0.004089459	0.005650173	0.005338772	0.004348215	0.003181827
comp115080_c0_seq2	0.006083341	5.968e-06	0.006125375	0.004375567	0.004089459	0.005650173	0.005338772	0.004348215	0.003181827
comp115080_c0_seq3	0.006083341	5.968e-06	0.006125375	0.004375567	0.004089459	0.005650173	0.005338772	0.004348215	0.003181827
comp115080_c0_seq4	0.006083341	5.968e-06	0.006125375	0.004375567	0.004089459	0.005650173	0.005338772	0.004348215	0.003181827
comp115191_c0_seq1	6.2758e-05	0.000210586	0.005830719	0.006999053	7.23e-06	4.84e-06	0.003678218	0.000298367	5.5103e-05
comp115191_c0_seq3	0.013844056	0.034476232	0.035648298	0.028928292	0.011659673	0.011711918	0.025458382	0.03291573	0.012327792
comp115191_c0_seq4	6.2758e-05	0.000210586	0.005830719	0.006999053	7.23e-06	4.84e-06	0.003678218	0.000298367	5.5103e-05
comp115239_c0_seq1	0.001378667	7.053e-06	0.001175391	0.000886991	0.001213938	0.001353796	0.000943715	0.001639923	0.00364755
comp115265_c0_seq1	0.045738226	0.066567161	0.089614422	0.047186741	0.054664725	0.066747191	0.082945168	0.045261979	0.082459609
comp115307_c0_seq1	0.001442704	0.001337136	0.001383277	0.001432806	0.002622203	0.000477947	0.001469233	0.000250111	0.001212437
comp115339_c1_seq1	0.016928371	0.006742013	0.020679995	0.019053484	0.010123079	0.012115596	0.013342775	0.017067904	0.013503242
comp115363_c0_seq1	0.003984641	0.009418909	0.011524065	0.001430219	0.003758773	0.004564741	0.007538678	0.000430826	0.010670791
comp115363_c0_seq3	0.000547568	0.004932865	0.007662096	0.000702749	0.003699845	0.003045879	0.007002187	0.000294898	0.006675297
comp115518_c0_seq1	0.006588634	0.010324884	0.012307699	0.008419973	0.005202488	0.021448058	0.00305115	8.6042e-05	0.028420888
comp115518_c0_seq3	0.006588634	0.010324884	0.012307699	0.008419973	0.005202488	0.021448058	0.00305115	8.6042e-05	0.028420888
comp115518_c0_seq4	0.006588634	0.010324884	0.012307699	0.008419973	0.005202488	0.021448058	0.00305115	8.6042e-05	0.028420888
comp115518_c0_seq5	0.006588634	0.010324884	0.012307699	0.008419973	0.005202488	0.021448058	0.00305115	8.6042e-05	0.028420888
comp115555_c0_seq1	0.003713818	0.007839515	0.000434714	0.001917384	0.000379171	0.002651769	0.002000135	0.003542809	0.000534406
comp115600_c0_seq1	0.036234127	0.048448062	0.08243504	0.0404326	0.078307688	0.010970523	0.060849393	0.061695795	0.076357132
comp115600_c0_seq2	0.046047884	0.064355894	0.10929771	0.051897271	0.101451543	0.017326588	0.091191842	0.096882137	0.106528992
comp115685_c1_seq1	0.005154381	0.000911063	0.000738624	0.006504949	0.022419895	0.008074467	0.002455996	0.011327489	0.000690661
comp115726_c0_seq2	0.023930245	0.019004411	0.021388122	0.029376032	0.022230803	0.011318536	0.049522408	0.024436951	0.026884913
comp115740_c0_seq1	0.009421839	0.009260506	0.007719861	0.005526654	0.006953627	0.006993368	0.006702366	0.007488743	0.007909262
comp115807_c0_seq1	0.008777569	0.003435267	0.004161424	0.008981039	0.009222097	0.002945105	0.002342832	0.006166849	0.002926432
comp115807_c0_seq2	0.008777569	0.003435267	0.004161424	0.008981039	0.009222097	0.002945105	0.002342832	0.006166849	0.002926432
comp115807_c0_seq3	0.008777569	0.003435267	0.004161424	0.008981039	0.009222097	0.002945105	0.002342832	0.006166849	0.002926432
comp115857_c0_seq1	2.1974e-05	0.000845154	2.3261e-05	2.1374e-05	0.003642037	1.1773e-05	3.7645e-05	1.3025e-05	0.000268464
comp115873_c0_seq1	0.03346027	0.116233019	0.065107298	0.085969532	0.02660226	0.042478037	0.059805637	0.042410713	0.064404565
comp115901_c0_seq1	0.007347536	0.006214023	0.008191162	0.002284506	0.002953609	0.006557732	0.005962237	0.005909725	0.002765607
comp115919_c0_seq1	0.048732997	0.06192377	0.083633839	0.057960526	0.106632941	0.027466526	0.072470244	0.08945846	0.129973738
comp115947_c0_seq1	2.852337076	4.63127981	4.185638068	2.968702376	2.639620493	3.013928455	4.304260522	3.478394309	2.999015517
comp115977_c0_seq1	0.004784086	0.000479473	0.000250367	0.000109718	0.007271614	6.8554e-05	0.007746189	0.00032631	0.008550228
comp115997_c0_seq1	0.279307384	0.036650815	0.112898871	0.193645766	0.197016352	0.214636175	0.113324196	0.140552635	0.228071841
comp116041_c0_seq2	0.00013301	6.0502e-05	0.000933954	0.000115755	0.000664709	0.000613703	0.025884925	0.000633287	0.000165844
comp116041_c0_seq3	0.00013301	6.0502e-05	0.000933954	0.000115755	0.000664709	0.000613703	0.025884925	0.000633287	0.000165844
comp116081_c0_seq1	0.000154227	0.000405555	0.000521032	0.000235979	5.7041e-05	0.000285756	0.000633812	0.000437381	0.000325154
comp116084_c0_seq1	0.009608634	0.006518364	0.010532279	0.007658869	0.005201342	0.009599726	0.007679006	0.001613053	0.009611773
comp116149_c1_seq1	0.001685035	0.005244419	0.014888589	0.003652412	0.010191548	0.000538249826923077	0.003622412	0.010918083	0.0064356
comp116156_c0_seq1	0.00180033	0.005349365	9.893e-06	8.862e-06	0.001584427	0.012205494	0.019757864	0.023902529	0.003207385
comp116267_c0_seq1	0.000738105	7.561e-06	0.002045379	0.00073588	0.003409061	0.001098517	3.577e-06	0.000514453	0.000340434
comp116351_c0_seq1	0.050792206	0.022525565	0.009598374	0.038244917	0.029165429	0.030590853	0.02264139	0.018493389	0.033352078
comp116443_c0_seq1	0.160773725	0.185327723	0.207937835	0.157830398	0.143280635	0.129755706	0.197871408	0.172235901	0.163444907
comp116459_c0_seq1	0.946003734	0.460173852	0.389032554	0.97846334	0.646097832	0.999194401	0.399781122	0.574032927	0.684644232
comp116478_c0_seq1	0.340734375	0.184510944	0.332282256	0.318352295	0.350022807	0.161237521	0.228852488	0.350324825	0.409181845
comp116486_c0_seq1	0.023494608	0.046883819	0.053527321	0.030861869	0.034279795	0.03411319	0.046830704	0.040546338	0.039057883
comp116509_c0_seq1	0.0002287	0.001956763	3.7239e-05	7.4433e-05	0.015425283	6.6815e-05	0.006953652	0.00426841696296296	0.000118203
comp116538_c0_seq1	0.010620126	0.001269053	0.017422841	0.015914192	0.007575305	0.017543967	0.013095436	0.011336082	0.011869739
comp116612_c0_seq1	0.229795448	0.493743411	0.421777397	0.380661072	0.174030402	0.356319745	0.309001664	0.453319767	0.472228752
comp116618_c0_seq1	1.232302087	2.502231613	2.579549036	1.62521616	1.03842456	1.676739518	2.094443793	2.01863212	1.352302619
comp116621_c0_seq1	0.187822534	0.316640887	0.117894607	0.08483927	0.123586428	0.093442851	0.649549677	0.127604884	0.540903352
comp116623_c0_seq1	0.115829566	0.171917756	0.22689304	0.233588688	0.123494555	0.163529319	0.141089116	0.163541356	0.183669149
comp116626_c0_seq1	0.524894485	0.60270971	0.986097672	0.616398542	0.41283705	0.629265244	0.735686897	0.719364843	0.492518771
comp116629_c0_seq1	0.276822233	0.374252243	0.35550661	0.237381975	0.215545775	0.260770388	0.331002734	0.289372311	0.219280266
comp116630_c0_seq1	0.309928713	0.901302269	0.750337793	0.497981364	0.29338936	0.53576579	0.5161406	0.631678949	0.423780738
comp116635_c0_seq1	3.680473641	6.113268482	5.642269752	4.480224303	4.978645283	3.321348307	6.014835688	5.90731295	6.217334427
comp116636_c0_seq1	0.220286213	0.378087929	0.429223337	0.315609653	0.289549724	0.333240845	0.372193039	0.383964038	0.346636887
comp116654_c0_seq1	0.113971062	0.218982452	0.084120514	0.09436929	0.054039553	0.130207104	0.035380318	0.087539602	0.170402437
comp116684_c0_seq1	0.029701769	0.043730047	0.092298562	0.045140604	0.062531665	0.022310124	0.075202923	0.061248081	0.062795542
comp116696_c0_seq1	0.030462165	0.044380228	0.060127423	0.040767852	0.042522712	0.034770755	0.046639713	0.058982244	0.039508103
comp116716_c0_seq1	0.010578617	0.108881533	0.001012269	0.002846962	0.010672977	0.011021975	0.003894764	0.000575245	0.152747272
comp116727_c0_seq1	1.206034307	1.700335117	1.618728535	1.623987987	1.589836392	1.246165129	1.675125355	1.628492672	1.796602583
comp116764_c0_seq2	0.000396939	0.011804752	0.009884305	0.000571016	0.000121278	0.000106057	0.010509188	0.00043489	0.001522695
comp116818_c0_seq2	0.026367093	0.018782983	0.041724177	0.030163961	0.025940052	0.030950251	0.042174962	0.03629076	0.03026401
comp116848_c0_seq1	0.000492264	0.000405934	0.010235417	0.001217235	0.000808021	0.005699253	0.008062346	0.003692111	0.002152472
comp116869_c0_seq1	0.673704656	0.170294832	0.318156505	0.596383309	0.564412332	0.621202211	0.2549041	0.333894036	0.9434377
comp116887_c0_seq1	0.009097225	0.010426737	0.008558684	0.013337025	0.004517324	0.029619903	0.006562799	0.01539615	0.013709876
